home_team,away_team,home_play,second,home_score,away_play,half,away_score,minute
NOTRE DAME,BOSTON COLLEGE,GOOD! JUMPER by V.J. Beachem,36,2,,1,0,19
NOTRE DAME,BOSTON COLLEGE,,16,2,GOOD! JUMPER by Dennis Clifford,1,2,19
NOTRE DAME,BOSTON COLLEGE,,16,2,ASSIST by A.J. Turner,1,2,19
NOTRE DAME,BOSTON COLLEGE,MISSED LAYUP by Zach Auguste,41,2,REBOUND (DEF) by Jerome Robinson,1,2,18
NOTRE DAME,BOSTON COLLEGE,REBOUND (DEF) by V.J. Beachem,32,2,MISSED JUMPER by Dennis Clifford,1,2,18
NOTRE DAME,BOSTON COLLEGE,MISSED 3 PTR by Steve Vasturia,23,2,REBOUND (DEF) by Dennis Clifford,1,2,18
NOTRE DAME,BOSTON COLLEGE,,19,2,TURNOVR by Eli Carter,1,2,18
NOTRE DAME,BOSTON COLLEGE,MISSED 3 PTR by V.J. Beachem,9,2,REBOUND (DEF) by Garland Owens,1,2,18
NOTRE DAME,BOSTON COLLEGE,,52,2,TURNOVR by Dennis Clifford,1,2,17
NOTRE DAME,BOSTON COLLEGE,STEAL by Steve Vasturia,51,2,,1,2,17
NOTRE DAME,BOSTON COLLEGE,GOOD! FT SHOT by V.J. Beachem,44,3,FOUL by Dennis Clifford (P1T1),1,2,17
NOTRE DAME,BOSTON COLLEGE,GOOD! FT SHOT by V.J. Beachem,44,4,,1,2,17
NOTRE DAME,BOSTON COLLEGE,SUB IN : Bonzie Colson,44,4,,1,2,17
NOTRE DAME,BOSTON COLLEGE,SUB OUT: Demetrius Jackson,44,4,,1,2,17
NOTRE DAME,BOSTON COLLEGE,,32,4,TURNOVR by Jerome Robinson,1,2,17
NOTRE DAME,BOSTON COLLEGE,MISSED JUMPER by Bonzie Colson,4,4,REBOUND (DEF) by Eli Carter,1,2,17
NOTRE DAME,BOSTON COLLEGE,REBOUND (DEF) by Bonzie Colson,55,4,MISSED JUMPER by Eli Carter,1,2,16
NOTRE DAME,BOSTON COLLEGE,GOOD! 3 PTR by Matt Ryan,34,7,,1,2,16
NOTRE DAME,BOSTON COLLEGE,ASSIST by V.J. Beachem,34,7,,1,2,16
NOTRE DAME,BOSTON COLLEGE,REBOUND (DEF) by V.J. Beachem,13,7,MISSED 3 PTR by Garland Owens,1,2,16
NOTRE DAME,BOSTON COLLEGE,MISSED JUMPER by Steve Vasturia,59,7,REBOUND (DEF) by Dennis Clifford,1,2,15
NOTRE DAME,BOSTON COLLEGE,REBOUND (DEF) by Bonzie Colson,34,7,MISSED JUMPER by Dennis Clifford,1,2,15
NOTRE DAME,BOSTON COLLEGE,TURNOVR by Zach Auguste,11,7,,1,2,15
NOTRE DAME,BOSTON COLLEGE,,10,7,STEAL by Garland Owens,1,2,15
NOTRE DAME,BOSTON COLLEGE,,56,7,TURNOVR by Dennis Clifford,1,2,14
NOTRE DAME,BOSTON COLLEGE,STEAL by Bonzie Colson,55,7,,1,2,14
NOTRE DAME,BOSTON COLLEGE,GOOD! JUMPER by Bonzie Colson,44,9,,1,2,14
NOTRE DAME,BOSTON COLLEGE,,43,9,TIMEOUT 30sec,1,2,14
NOTRE DAME,BOSTON COLLEGE,SUB IN : Rex Pflueger,43,9,,1,2,14
NOTRE DAME,BOSTON COLLEGE,SUB OUT: V.J. Beachem,43,9,,1,2,14
NOTRE DAME,BOSTON COLLEGE,REBOUND (DEF) by Steve Vasturia,22,9,MISSED 3 PTR by A.J. Turner,1,2,14
NOTRE DAME,BOSTON COLLEGE,GOOD! FT SHOT by Zach Auguste,11,10,FOUL by Dennis Clifford (P2T2),1,2,14
NOTRE DAME,BOSTON COLLEGE,GOOD! FT SHOT by Zach Auguste,11,11,,1,2,14
NOTRE DAME,BOSTON COLLEGE,,11,11,SUB IN : Idy Diallo,1,2,14
NOTRE DAME,BOSTON COLLEGE,,11,11,SUB IN : Darryl Hicks,1,2,14
NOTRE DAME,BOSTON COLLEGE,,11,11,SUB OUT: Dennis Clifford,1,2,14
NOTRE DAME,BOSTON COLLEGE,,11,11,SUB OUT: Jerome Robinson,1,2,14
NOTRE DAME,BOSTON COLLEGE,,58,11,TURNOVR by Eli Carter,1,2,13
NOTRE DAME,BOSTON COLLEGE,STEAL by Steve Vasturia,56,11,,1,2,13
NOTRE DAME,BOSTON COLLEGE,GOOD! LAYUP by Bonzie Colson [PNT],53,13,,1,2,13
