home_team,away_team,home_play,second,home_score,away_play,half,away_score,minute
BOSTON COLLEGE,NOTRE DAME,MISSED 3 PTR by Eli Carter,35,0,REBOUND (DEF) by Zach Auguste,1,0,19
BOSTON COLLEGE,NOTRE DAME,,15,0,GOOD! LAYUP by Bonzie Colson [PNT],1,2,19
BOSTON COLLEGE,NOTRE DAME,,15,0,ASSIST by Demetrius Jackson,1,2,19
BOSTON COLLEGE,NOTRE DAME,GOOD! JUMPER by Jerome Robinson,52,2,,1,2,18
BOSTON COLLEGE,NOTRE DAME,ASSIST by Ervins Meznieks,52,2,,1,2,18
BOSTON COLLEGE,NOTRE DAME,REBOUND (DEF) by Ervins Meznieks,35,2,MISSED 3 PTR by Demetrius Jackson,1,2,18
BOSTON COLLEGE,NOTRE DAME,,24,2,FOUL by Demetrius Jackson (P1T1),1,2,18
BOSTON COLLEGE,NOTRE DAME,MISSED 3 PTR by A.J. Turner,58,2,REBOUND (DEF) by V.J. Beachem,1,2,17
BOSTON COLLEGE,NOTRE DAME,,41,2,TURNOVR by Steve Vasturia,1,2,17
BOSTON COLLEGE,NOTRE DAME,STEAL by Eli Carter,40,2,,1,2,17
BOSTON COLLEGE,NOTRE DAME,GOOD! LAYUP by Eli Carter [FB/PNT],38,4,,1,2,17
BOSTON COLLEGE,NOTRE DAME,,6,4,GOOD! LAYUP by Zach Auguste [PNT],1,4,17
BOSTON COLLEGE,NOTRE DAME,,6,4,ASSIST by Demetrius Jackson,1,4,17
BOSTON COLLEGE,NOTRE DAME,GOOD! 3 PTR by Eli Carter,50,7,,1,4,16
BOSTON COLLEGE,NOTRE DAME,ASSIST by A.J. Turner,50,7,,1,4,16
BOSTON COLLEGE,NOTRE DAME,REBOUND (DEF) by Dennis Clifford,16,7,MISSED LAYUP by Zach Auguste,1,4,16
BOSTON COLLEGE,NOTRE DAME,,51,7,FOUL by Zach Auguste (P1T2),1,4,15
BOSTON COLLEGE,NOTRE DAME,TIMEOUT MEDIA,51,7,,1,4,15
BOSTON COLLEGE,NOTRE DAME,GOOD! LAYUP by Dennis Clifford [PNT],37,9,,1,4,15
BOSTON COLLEGE,NOTRE DAME,ASSIST by Eli Carter,37,9,,1,4,15
BOSTON COLLEGE,NOTRE DAME,FOUL by Jerome Robinson (P1T1),17,9,,1,4,15
BOSTON COLLEGE,NOTRE DAME,,17,9,SUB IN : Matt Ryan,1,4,15
BOSTON COLLEGE,NOTRE DAME,,17,9,SUB OUT: Zach Auguste,1,4,15
BOSTON COLLEGE,NOTRE DAME,REBOUND (DEF) by Eli Carter,16,9,MISSED 3 PTR by V.J. Beachem,1,4,15
BOSTON COLLEGE,NOTRE DAME,TURNOVR by Dennis Clifford,1,9,,1,4,15
