home_team,away_team,home_play,second,home_score,away_play,half,away_score,minute
ILLINOIS,NOTRE DAME,,36,0,GOOD! JUMPER by Steve Vasturia [PNT],1,2,19
ILLINOIS,NOTRE DAME,"MISSED 3 PTR by Nunn, Kendrick",17,0,REBOUND (DEF) by Bonzie Colson,1,2,19
ILLINOIS,NOTRE DAME,,58,0,GOOD! LAYUP by Zach Auguste [PNT],1,4,18
ILLINOIS,NOTRE DAME,"FOUL by Morgan, Maverick (P1T1)",58,0,GOOD! FT SHOT by Zach Auguste,1,5,18
ILLINOIS,NOTRE DAME,"GOOD! 3 PTR by Lewis, Khalid",34,3,,1,5,18
ILLINOIS,NOTRE DAME,"ASSIST by Morgan, Maverick",34,3,,1,5,18
ILLINOIS,NOTRE DAME,,3,3,FOUL by Zach Auguste (P1T1),1,5,18
ILLINOIS,NOTRE DAME,,3,3,TURNOVR by Zach Auguste,1,5,18
ILLINOIS,NOTRE DAME,"MISSED JUMPER by Nunn, Kendrick",55,3,BLOCK by V.J. Beachem,1,5,17
ILLINOIS,NOTRE DAME,"REBOUND (OFF) by Lewis, Khalid",51,3,,1,5,17
ILLINOIS,NOTRE DAME,"MISSED JUMPER by Lewis, Khalid",45,3,BLOCK by Zach Auguste,1,5,17
ILLINOIS,NOTRE DAME,REBOUND (OFF) by (TEAM),45,3,,1,5,17
ILLINOIS,NOTRE DAME,"MISSED JUMPER by Hill, Malcolm",44,3,REBOUND (DEF) by Demetrius Jackson,1,5,17
ILLINOIS,NOTRE DAME,,19,3,MISSED JUMPER by Steve Vasturia,1,5,17
ILLINOIS,NOTRE DAME,,19,3,REBOUND (OFF) by Steve Vasturia,1,5,17
ILLINOIS,NOTRE DAME,,15,3,GOOD! TIP-IN by Steve Vasturia [PNT],1,7,17
ILLINOIS,NOTRE DAME,"MISSED JUMPER by Morgan, Maverick",7,3,,1,7,17
ILLINOIS,NOTRE DAME,"REBOUND (OFF) by Morgan, Maverick",7,3,,1,7,17
ILLINOIS,NOTRE DAME,"GOOD! LAYUP by Morgan, Maverick [PNT]",3,5,,1,7,17
ILLINOIS,NOTRE DAME,,29,5,TURNOVR by (TEAM),1,7,16
ILLINOIS,NOTRE DAME,"GOOD! LAYUP by Morgan, Maverick [PNT]",21,7,,1,7,16
ILLINOIS,NOTRE DAME,"ASSIST by Lewis, Khalid",21,7,,1,7,16
ILLINOIS,NOTRE DAME,"STEAL by Hill, Malcolm",7,7,TURNOVR by Zach Auguste,1,7,16
ILLINOIS,NOTRE DAME,,4,7,FOUL by Demetrius Jackson (P1T2),1,7,16
ILLINOIS,NOTRE DAME,"STEAL by Hill, Malcolm",4,7,,1,7,16
ILLINOIS,NOTRE DAME,"SUB IN : Finke, Michael",4,7,,1,7,16
ILLINOIS,NOTRE DAME,"SUB OUT: Morgan, Maverick",4,7,,1,7,16
ILLINOIS,NOTRE DAME,"GOOD! JUMPER by Nunn, Kendrick [PNT]",58,9,,1,7,15
ILLINOIS,NOTRE DAME,,35,9,TURNOVR by Demetrius Jackson,1,7,15
ILLINOIS,NOTRE DAME,,29,9,FOUL by V.J. Beachem (P1T3),1,7,15
ILLINOIS,NOTRE DAME,TIMEOUT media,29,9,,1,7,15
ILLINOIS,NOTRE DAME,"GOOD! FT SHOT by Hill, Malcolm",29,10,,1,7,15
ILLINOIS,NOTRE DAME,"GOOD! FT SHOT by Hill, Malcolm",29,11,,1,7,15
ILLINOIS,NOTRE DAME,"SUB IN : Morgan, Maverick",29,11,,1,7,15
ILLINOIS,NOTRE DAME,"SUB IN : Tate, Jaylon",29,11,,1,7,15
ILLINOIS,NOTRE DAME,"SUB OUT: Black, Leron",29,11,,1,7,15
ILLINOIS,NOTRE DAME,"SUB OUT: Lewis, Khalid",29,11,,1,7,15
ILLINOIS,NOTRE DAME,,5,11,MISSED 3 PTR by V.J. Beachem,1,7,15
ILLINOIS,NOTRE DAME,,5,11,REBOUND (OFF) by (DEADBALL),1,7,15
ILLINOIS,NOTRE DAME,"FOUL by Finke, Michael (P1T2)",58,11,,1,7,14
ILLINOIS,NOTRE DAME,"SUB IN : Austin, Alex",58,11,SUB IN : Matt Ryan,1,7,14
