home_team,away_team,home_play,second,home_score,away_play,half,away_score,minute
VIRGINIA,NOTRE DAME,GOOD! JUMPER by Anthony Gill,41,2,,1,0,19
VIRGINIA,NOTRE DAME,ASSIST by Darius Thompson,41,2,,1,0,19
VIRGINIA,NOTRE DAME,,15,2,GOOD! JUMPER by Bonzie Colson [PNT],1,2,19
VIRGINIA,NOTRE DAME,,15,2,ASSIST by Demetrius Jackson,1,2,19
VIRGINIA,NOTRE DAME,GOOD! LAYUP by Darius Thompson [PNT],52,4,,1,2,18
VIRGINIA,NOTRE DAME,,21,4,GOOD! JUMPER by V.J. Beachem,1,4,18
VIRGINIA,NOTRE DAME,MISSED 3 PTR by Malcolm Brogdon,59,4,REBOUND (DEF) by V.J. Beachem,1,4,17
VIRGINIA,NOTRE DAME,,42,4,GOOD! LAYUP by Steve Vasturia [PNT],1,6,17
VIRGINIA,NOTRE DAME,TURNOVR by Anthony Gill,22,4,,1,6,17
VIRGINIA,NOTRE DAME,,21,4,STEAL by V.J. Beachem,1,6,17
VIRGINIA,NOTRE DAME,,14,4,GOOD! LAYUP by Demetrius Jackson [PNT],1,8,17
VIRGINIA,NOTRE DAME,GOOD! LAYUP by Anthony Gill [PNT],59,6,,1,8,16
VIRGINIA,NOTRE DAME,ASSIST by Isaiah Wilkins,59,6,,1,8,16
VIRGINIA,NOTRE DAME,,37,6,MISSED 3 PTR by Steve Vasturia,1,8,16
VIRGINIA,NOTRE DAME,,37,6,REBOUND (OFF) by Bonzie Colson,1,8,16
VIRGINIA,NOTRE DAME,,26,6,TURNOVR by (TEAM),1,8,16
VIRGINIA,NOTRE DAME,GOOD! JUMPER by Darius Thompson,8,8,,1,8,16
VIRGINIA,NOTRE DAME,REBOUND (DEF) by Anthony Gill,40,8,MISSED JUMPER by Zach Auguste,1,8,15
VIRGINIA,NOTRE DAME,GOOD! DUNK by Anthony Gill [PNT],18,10,,1,8,15
VIRGINIA,NOTRE DAME,,47,10,GOOD! JUMPER by Bonzie Colson,1,10,14
VIRGINIA,NOTRE DAME,GOOD! LAYUP by Anthony Gill [PNT],27,12,,1,10,14
VIRGINIA,NOTRE DAME,ASSIST by Isaiah Wilkins,27,12,,1,10,14
VIRGINIA,NOTRE DAME,,6,12,TURNOVR by Zach Auguste,1,10,14
VIRGINIA,NOTRE DAME,STEAL by Darius Thompson,5,12,,1,10,14
VIRGINIA,NOTRE DAME,,3,12,FOUL by Steve Vasturia (P1T1),1,10,14
VIRGINIA,NOTRE DAME,TIMEOUT media,3,12,,1,10,14
VIRGINIA,NOTRE DAME,MISSED FT SHOT by Darius Thompson,3,12,,1,10,14
VIRGINIA,NOTRE DAME,REBOUND (OFF) by (DEADBALL),3,12,,1,10,14
VIRGINIA,NOTRE DAME,GOOD! FT SHOT by Darius Thompson,3,13,,1,10,14
VIRGINIA,NOTRE DAME,REBOUND (DEF) by Isaiah Wilkins,37,13,MISSED 3 PTR by Demetrius Jackson,1,10,13
VIRGINIA,NOTRE DAME,GOOD! LAYUP by Malcolm Brogdon [PNT],23,15,,1,10,13
VIRGINIA,NOTRE DAME,REBOUND (DEF) by Isaiah Wilkins,11,15,MISSED 3 PTR by V.J. Beachem,1,10,13
VIRGINIA,NOTRE DAME,SUB IN : Mike Tobey,59,15,SUB IN : Matt Ryan,1,10,12
VIRGINIA,NOTRE DAME,SUB OUT: Isaiah Wilkins,59,15,SUB OUT: Zach Auguste,1,10,12
VIRGINIA,NOTRE DAME,MISSED 3 PTR by London Perrantes,44,15,,1,10,12
VIRGINIA,NOTRE DAME,REBOUND (OFF) by Anthony Gill,44,15,,1,10,12
VIRGINIA,NOTRE DAME,MISSED JUMPER by Anthony Gill,38,15,,1,10,12
VIRGINIA,NOTRE DAME,REBOUND (OFF) by Mike Tobey,38,15,,1,10,12
VIRGINIA,NOTRE DAME,GOOD! TIP-IN by Mike Tobey [PNT],35,17,,1,10,12
VIRGINIA,NOTRE DAME,BLOCK by Mike Tobey,21,17,MISSED JUMPER by Steve Vasturia,1,10,12
