home_team,away_team,home_play,second,home_score,away_play,half,away_score,minute
NOTRE DAME,VIRGINIA TECH,MISSED 3 PTR by Matt Ryan,40,0,REBOUND (DEF) by Jalen Hudson,1,0,19
NOTRE DAME,VIRGINIA TECH,,22,0,MISSED 3 PTR by Jalen Hudson,1,0,19
NOTRE DAME,VIRGINIA TECH,,19,0,REBOUND (OFF) by Shane Henry,1,0,19
NOTRE DAME,VIRGINIA TECH,FOUL by Zach Auguste (P1T1),17,0,MISSED FT SHOT by Shane Henry,1,0,19
NOTRE DAME,VIRGINIA TECH,,17,0,REBOUND (OFF) by (DEADBALL),1,0,19
NOTRE DAME,VIRGINIA TECH,REBOUND (DEF) by Zach Auguste,17,0,MISSED FT SHOT by Shane Henry,1,0,19
NOTRE DAME,VIRGINIA TECH,GOOD! 3 PTR by Matt Ryan,59,3,,1,0,18
NOTRE DAME,VIRGINIA TECH,ASSIST by Demetrius Jackson,59,3,,1,0,18
NOTRE DAME,VIRGINIA TECH,,40,3,GOOD! LAYUP by Jalen Hudson [PNT],1,2,18
NOTRE DAME,VIRGINIA TECH,MISSED LAYUP by Zach Auguste,24,3,REBOUND (DEF) by Zach LeDay,1,2,18
NOTRE DAME,VIRGINIA TECH,,16,3,GOOD! LAYUP by Seth Allen [PNT],1,4,18
NOTRE DAME,VIRGINIA TECH,GOOD! LAYUP by Zach Auguste [PNT],53,5,,1,4,17
NOTRE DAME,VIRGINIA TECH,ASSIST by Steve Vasturia,53,5,,1,4,17
NOTRE DAME,VIRGINIA TECH,,44,5,GOOD! LAYUP by Seth Allen [PNT],1,6,17
NOTRE DAME,VIRGINIA TECH,,29,5,FOUL by Jalen Hudson (P1T1),1,6,17
NOTRE DAME,VIRGINIA TECH,MISSED 3 PTR by Matt Ryan,7,5,REBOUND (DEF) by Jalen Hudson,1,6,17
NOTRE DAME,VIRGINIA TECH,,0,5,GOOD! LAYUP by Shane Henry [PNT],1,8,17
NOTRE DAME,VIRGINIA TECH,,0,5,ASSIST by Seth Allen,1,8,17
NOTRE DAME,VIRGINIA TECH,FOUL by Steve Vasturia (P1T2),0,5,GOOD! FT SHOT by Shane Henry,1,9,17
NOTRE DAME,VIRGINIA TECH,SUB IN : Bonzie Colson,0,5,SUB IN : Devin Wilson,1,9,17
NOTRE DAME,VIRGINIA TECH,SUB OUT: Matt Ryan,0,5,SUB OUT: Seth Allen,1,9,17
NOTRE DAME,VIRGINIA TECH,GOOD! 3 PTR by Demetrius Jackson,35,8,,1,9,16
NOTRE DAME,VIRGINIA TECH,,14,8,GOOD! LAYUP by Zach LeDay [PNT],1,11,16
